id,article_id,model_name,publication_date,source_file,impact_index,location,classification,severity,confidence,evidence,recency_in_months,geocoded_latitude,geocoded_longitude,geocoded_display_name,geocoded_place_type,geocoded_place_level,geocoded_is_broad,geocoded_country_code,geocoded_osm_id,geocoded_boundingbox,geocoded_place_rank,geocoded_is_low_quality,nuts_level,nuts2_id,nuts2_name,nuts3_id,nuts3_name,nuts_match_distance_m,source_nuts_level,mention_weight
NEWS_2019_014488,,gemini/gemini-3.5-flash,2019-08-03,"2019 2018 André Slootmaker, groenteteler.DOCX",0,Nieuwerkerk,Crop Failure & Yield Reduction,3,1.0,"Het was een foto die alles zei over de dramatische oogst van 2018. André Slootmaker uit Nieuwerkerk zat op zijn knieën tussen de verdroogde, nee versteende bloemkool.",12,51.9675284,4.6116776,"Nieuwerkerk aan den IJssel, Zuidplas, Zuid-Holland, Nederland",town,city,False,nl,107350,51.9334923|51.9973523|4.5839924|4.6505325,55,False,nuts3,NL33,Zuid-Holland,NL33C,Groot-Rijnmond,0,nuts3,1.0
NEWS_2019_014488,,gemini/gemini-3.5-flash,2019-08-03,"2019 2018 André Slootmaker, groenteteler.DOCX",0,Nieuwerkerk,Groundwater Depletion,2,0.9,Het probleem is dat de diepere grondlaag nog gortdroog is. Er is geen reserve. Dat is de erfenis van vorig jaar.,12,51.9675284,4.6116776,"Nieuwerkerk aan den IJssel, Zuidplas, Zuid-Holland, Nederland",town,city,False,nl,107350,51.9334923|51.9973523|4.5839924|4.6505325,55,False,nuts3,NL33,Zuid-Holland,NL33C,Groot-Rijnmond,0,nuts3,1.0
NEWS_2019_014490,,gemini/gemini-3.5-flash,2019-08-10,@redactie.DOCX,0,Achterhoek,Irrigation Shortage,3,1.0,In de Achterhoek mag door de agrarische sector al niet meer gesproeid worden,0,52.0128526,6.5749577,"Achterhoek, Lievelde, Oost Gelre, Gelderland, Nederland, 7137 NC, Nederland",region,region,True,nl,3754672435,51.0128526|53.0128526|5.5749577|7.5749577,95,False,nuts3,NL22,Gelderland,NL225,Achterhoek,,nuts3,1.0
NEWS_2019_014490,,gemini/gemini-3.5-flash,2019-08-10,@redactie.DOCX,0,Achterhoek,Agricultural Economic Loss,3,0.9,een aanzienlijke ramp voor deze ondernemers,0,52.0128526,6.5749577,"Achterhoek, Lievelde, Oost Gelre, Gelderland, Nederland, 7137 NC, Nederland",region,region,True,nl,3754672435,51.0128526|53.0128526|5.5749577|7.5749577,95,False,nuts3,NL22,Gelderland,NL225,Achterhoek,,nuts3,1.0
NEWS_2019_014490,,gemini/gemini-3.5-flash,2019-08-10,@redactie.DOCX,0,Achterhoek,Water Use Restrictions,1,0.9,de burger wordt erop gewezen zo spaarzaam mogelijk met water om te gaan. Voorlopig nog vrijwillig,0,52.0128526,6.5749577,"Achterhoek, Lievelde, Oost Gelre, Gelderland, Nederland, 7137 NC, Nederland",region,region,True,nl,3754672435,51.0128526|53.0128526|5.5749577|7.5749577,95,False,nuts3,NL22,Gelderland,NL225,Achterhoek,,nuts3,1.0
NEWS_2019_014491,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen)(2).DOCX,0,Kruisland,Crop Failure & Yield Reduction,2,0.9,"Gommeren ziet verlepte bladeren en woelt een paar planten los. De knollen van de pootaardappelen glijden door zijn vingers. ,,Die mogen wel wat groter worden, maar het komt wel goed."" Frons in het voorhoofd. ,,Een paar dagen geleden hingen die bladeren nog niet.",1,51.5688408,4.4068222,"Kruisland, Steenbergen, Noord-Brabant, Nederland",village,local,False,nl,165286,51.5437214|51.6014392|4.3541675|4.4439992,50,False,nuts3,NL41,Noord-Brabant,NL411,West-Noord-Brabant,0,nuts3,1.0
NEWS_2019_014491,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen)(2).DOCX,0,Kruisland,Groundwater Depletion,2,0.85,Op het erf van de familie Gommeren loeit een pompmachine die grondwater naar boven haalt en via de python naar de beregeningsinstallatie op het land brengt. Steeds meer boeren boren dit soort bronnen aan.,1,51.5688408,4.4068222,"Kruisland, Steenbergen, Noord-Brabant, Nederland",village,local,False,nl,165286,51.5437214|51.6014392|4.3541675|4.4439992,50,False,nuts3,NL41,Noord-Brabant,NL411,West-Noord-Brabant,0,nuts3,1.0
NEWS_2019_014491,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen)(2).DOCX,0,Kruisland,Agricultural Economic Loss,2,0.8,Vergeet niet dat het allemaal extra investeringen zijn. Alleen zo'n pomp kost al evenveel als een auto.,1,51.5688408,4.4068222,"Kruisland, Steenbergen, Noord-Brabant, Nederland",village,local,False,nl,165286,51.5437214|51.6014392|4.3541675|4.4439992,50,False,nuts3,NL41,Noord-Brabant,NL411,West-Noord-Brabant,0,nuts3,1.0
NEWS_2019_014494,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen).DOCX,0,Kruisland,Crop Failure & Yield Reduction,1,0.9,"Gommeren ziet verlepte bladeren en woelt een paar planten los. De knollen van de pootaardappelen glijden door zijn vingers. ,,Die mogen wel wat groter worden",1,51.5688408,4.4068222,"Kruisland, Steenbergen, Noord-Brabant, Nederland",village,local,False,nl,165286,51.5437214|51.6014392|4.3541675|4.4439992,50,False,nuts3,NL41,Noord-Brabant,NL411,West-Noord-Brabant,0,nuts3,1.0
NEWS_2019_014494,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen).DOCX,1,Zeeland,Reservoir & Surface Water Shortage,2,0.9,"Hoe roder een gebied, hoe dreigender het watertekort. Vooral gebieden in Zeeland en Oost-Nederland kleuren donkerrood.",0,51.4162975,3.7028061,"Zeeland, Nederland",state,region,True,nl,47806,51.2001624|51.7815205|3.3079354|4.2774232,90,False,nuts3,NL34,Zeeland,NL341,Zeeuwsch-Vlaanderen,,nuts2,0.5
NEWS_2019_014494,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen).DOCX,1,Zeeland,Reservoir & Surface Water Shortage,2,0.9,"Hoe roder een gebied, hoe dreigender het watertekort. Vooral gebieden in Zeeland en Oost-Nederland kleuren donkerrood.",0,51.4162975,3.7028061,"Zeeland, Nederland",state,region,True,nl,47806,51.2001624|51.7815205|3.3079354|4.2774232,90,False,nuts3,NL34,Zeeland,NL342,Overig Zeeland,,nuts2,0.5
NEWS_2019_014494,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen).DOCX,2,Oost-Nederland,Reservoir & Surface Water Shortage,2,0.9,"Hoe roder een gebied, hoe dreigender het watertekort. Vooral gebieden in Zeeland en Oost-Nederland kleuren donkerrood.",0,52.2933982,6.1788324,"Oost-Nederland, Nederland",statistical,region,True,nl,13237705,51.7335807|52.8542149|4.9938547|7.0727634,100,False,nuts3,NL21,Overijssel,NL211,Noord-Overijssel,,macro,0.125
NEWS_2019_014494,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen).DOCX,2,Oost-Nederland,Reservoir & Surface Water Shortage,2,0.9,"Hoe roder een gebied, hoe dreigender het watertekort. Vooral gebieden in Zeeland en Oost-Nederland kleuren donkerrood.",0,52.2933982,6.1788324,"Oost-Nederland, Nederland",statistical,region,True,nl,13237705,51.7335807|52.8542149|4.9938547|7.0727634,100,False,nuts3,NL21,Overijssel,NL212,Zuidwest-Overijssel,,macro,0.125
NEWS_2019_014494,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen).DOCX,2,Oost-Nederland,Reservoir & Surface Water Shortage,2,0.9,"Hoe roder een gebied, hoe dreigender het watertekort. Vooral gebieden in Zeeland en Oost-Nederland kleuren donkerrood.",0,52.2933982,6.1788324,"Oost-Nederland, Nederland",statistical,region,True,nl,13237705,51.7335807|52.8542149|4.9938547|7.0727634,100,False,nuts3,NL21,Overijssel,NL213,Twente,,macro,0.125
NEWS_2019_014494,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen).DOCX,2,Oost-Nederland,Reservoir & Surface Water Shortage,2,0.9,"Hoe roder een gebied, hoe dreigender het watertekort. Vooral gebieden in Zeeland en Oost-Nederland kleuren donkerrood.",0,52.2933982,6.1788324,"Oost-Nederland, Nederland",statistical,region,True,nl,13237705,51.7335807|52.8542149|4.9938547|7.0727634,100,False,nuts3,NL21,Overijssel,NL225,Achterhoek,,macro,0.125
NEWS_2019_014494,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen).DOCX,2,Oost-Nederland,Reservoir & Surface Water Shortage,2,0.9,"Hoe roder een gebied, hoe dreigender het watertekort. Vooral gebieden in Zeeland en Oost-Nederland kleuren donkerrood.",0,52.2933982,6.1788324,"Oost-Nederland, Nederland",statistical,region,True,nl,13237705,51.7335807|52.8542149|4.9938547|7.0727634,100,False,nuts3,NL21,Overijssel,NL226,Arnhem/Nijmegen,,macro,0.125
NEWS_2019_014494,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen).DOCX,2,Oost-Nederland,Reservoir & Surface Water Shortage,2,0.9,"Hoe roder een gebied, hoe dreigender het watertekort. Vooral gebieden in Zeeland en Oost-Nederland kleuren donkerrood.",0,52.2933982,6.1788324,"Oost-Nederland, Nederland",statistical,region,True,nl,13237705,51.7335807|52.8542149|4.9938547|7.0727634,100,False,nuts3,NL21,Overijssel,NL224,Zuidwest-Gelderland,,macro,0.125
NEWS_2019_014494,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen).DOCX,2,Oost-Nederland,Reservoir & Surface Water Shortage,2,0.9,"Hoe roder een gebied, hoe dreigender het watertekort. Vooral gebieden in Zeeland en Oost-Nederland kleuren donkerrood.",0,52.2933982,6.1788324,"Oost-Nederland, Nederland",statistical,region,True,nl,13237705,51.7335807|52.8542149|4.9938547|7.0727634,100,False,nuts3,NL21,Overijssel,NL221,Veluwe,,macro,0.125
NEWS_2019_014494,,gemini/gemini-3.5-flash,2019-08-05,Aardappelboer vreest het weer (en luizen).DOCX,2,Oost-Nederland,Reservoir & Surface Water Shortage,2,0.9,"Hoe roder een gebied, hoe dreigender het watertekort. Vooral gebieden in Zeeland en Oost-Nederland kleuren donkerrood.",0,52.2933982,6.1788324,"Oost-Nederland, Nederland",statistical,region,True,nl,13237705,51.7335807|52.8542149|4.9938547|7.0727634,100,False,nuts3,NL21,Overijssel,NL230,Flevoland,,macro,0.125
NEWS_2019_014495,,gemini/gemini-3.5-flash,2019-08-02,ABS_ miljoenenschade in Vlaamse landbouw.DOCX,0,Vlaanderen,Crop Failure & Yield Reduction,3,1.0,"Aardappelen, mais, groente en gras zijn volgens ABS gestopt met groeien. In appels en peren is sprake van zeer grote schade door zonnebrand",0,51.0377778,4.2405556,"Vlaanderen, België / Belgique / Belgien",state,region,True,be,53134,50.6873810|51.5051145|2.5413608|5.9111095,90,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014495,,gemini/gemini-3.5-flash,2019-08-02,ABS_ miljoenenschade in Vlaamse landbouw.DOCX,0,Vlaanderen,Livestock Stress & Mortality,3,1.0,veehouders getroffen zijn door sterfte onder rundvee en er een dreigend tekort is aan ruwvoer.,0,51.0377778,4.2405556,"Vlaanderen, België / Belgique / Belgien",state,region,True,be,53134,50.6873810|51.5051145|2.5413608|5.9111095,90,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014495,,gemini/gemini-3.5-flash,2019-08-02,ABS_ miljoenenschade in Vlaamse landbouw.DOCX,0,Vlaanderen,Irrigation Shortage,3,1.0,Met steeds minder water beschikbaar of geschikt voor irrigatie was de toestand regionaal reeds dramatisch.,0,51.0377778,4.2405556,"Vlaanderen, België / Belgique / Belgien",state,region,True,be,53134,50.6873810|51.5051145|2.5413608|5.9111095,90,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014495,,gemini/gemini-3.5-flash,2019-08-02,ABS_ miljoenenschade in Vlaamse landbouw.DOCX,0,Vlaanderen,Agricultural Economic Loss,3,1.0,miljoenenschade in Vlaamse landbouw,0,51.0377778,4.2405556,"Vlaanderen, België / Belgique / Belgien",state,region,True,be,53134,50.6873810|51.5051145|2.5413608|5.9111095,90,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014495,,gemini/gemini-3.5-flash,2019-08-02,ABS_ miljoenenschade in Vlaamse landbouw.DOCX,0,Vlaanderen,Broader Economic Disruption,2,1.0,"heeft ook serieuze impact op de bevoorrading van de verwerkende zuivel-, aardappel- en groenteverwerkende industrie in Vlaanderen",0,51.0377778,4.2405556,"Vlaanderen, België / Belgique / Belgien",state,region,True,be,53134,50.6873810|51.5051145|2.5413608|5.9111095,90,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014496,,gemini/gemini-3.5-flash,2019-08-15,Agrariërs.DOCX,0,Limburgse,Agricultural Economic Loss,2,0.9,Droogte treft elke Limburgse boer (14/8) Moet de consument nog wakker liggen van het geklaag van onze agrariërs over inkomstenderving?,0,51.3735000,6.1562099,"De Limburgse Jagers, Kazerneterrein, Trade-Port, Hout-Blerick, Venlo, Limburg, Nederland, 5928 NL, Nederland",road,other,False,nl,6704808,51.3734360|51.3736716|6.1559534|6.1562325,5,True,nuts3,NL42,Limburg (NL),NL421,Noord-Limburg,0,nuts3,1.0
NEWS_2019_014498,,gemini/gemini-3.5-flash,2019-08-27,Akkerbouwer oogst kwart meer pootaardappelen dan vorig jaar.DOCX,0,Hallum,Crop Failure & Yield Reduction,2,1.0,Vorig jaar was dat vanwege de langdurige droogte een kwart minder: circa 30 ton.,12,53.3050060,5.7854458,"Hallum, Noardeast-Fryslân, Fryslân, Nederland",village,local,False,nl,2648789,53.2754338|53.3245251|5.7214145|5.8412354,50,False,nuts3,NL12,Friesland (NL),NL124,Noord-Friesland,0,nuts3,1.0
NEWS_2019_014499,,gemini/gemini-3.5-flash,2019-08-31,Akkerbouwoogst kleiner in Europa.DOCX,0,Europa,Crop Failure & Yield Reduction,1,0.9,Hoge temperaturen en aanhoudend neerslagtekort zorgen ervoor dat gemiddelde opbrengstprognoses voor aardappelen en suikerbieten in Europa lager worden ingeschat.,0,51.0000000,10.0000000,Europe,continent,other,False,,25871341,26.0000000|76.0000000|-15.0000000|35.0000000,50,False,none,,,,,,none,1.0
NEWS_2019_014499,,gemini/gemini-3.5-flash,2019-08-31,Akkerbouwoogst kleiner in Europa.DOCX,1,Duitsland,Crop Failure & Yield Reduction,2,1.0,Zeker in het oosten van Duitsland is sprake van substantiële opbrengstderving door aanhoudende droogte en lage grondwaterstanden.,0,51.1638175,10.4478313,Deutschland,country,country,True,de,51477,47.2701114|55.0991610|5.8663153|15.0419309,70,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014499,,gemini/gemini-3.5-flash,2019-08-31,Akkerbouwoogst kleiner in Europa.DOCX,1,Duitsland,Groundwater Depletion,2,1.0,Zeker in het oosten van Duitsland is sprake van substantiële opbrengstderving door aanhoudende droogte en lage grondwaterstanden.,0,51.1638175,10.4478313,Deutschland,country,country,True,de,51477,47.2701114|55.0991610|5.8663153|15.0419309,70,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014499,,gemini/gemini-3.5-flash,2019-08-31,Akkerbouwoogst kleiner in Europa.DOCX,2,Frankrijk,Crop Failure & Yield Reduction,2,1.0,De hitte en de droogte lijken vooral invloed te hebben op de opbrengsten van suikerbieten in Midden-Europa en Frankrijk. Voor Frankrijk heeft JRC de oogstprognose met 10 procent naar beneden bijgesteld tot 80 ton per hectare.,0,46.6033540,1.8883335,France,country,country,True,fr,2202162,-50.2187169|51.3055721|-178.3873749|172.3057152,70,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014500,,gemini/gemini-3.5-flash,2019-09-04,Algencrème of een mega-regenton; dat de groenste moge winnen.DOCX,0,Nederland,Groundwater Depletion,2,1.0,"Ondertussen kampt het land met droogte, laag grondwaterpeil en bodemdaling.",0,52.2434979,5.6343227,Nederland,country,country,True,nl,2323309,11.7770000|53.7488150|-70.2695876|7.2274985,70,False,country,,,,,,country,1.0
NEWS_2019_014500,,gemini/gemini-3.5-flash,2019-09-04,Algencrème of een mega-regenton; dat de groenste moge winnen.DOCX,0,Nederland,Forest Dieback & Vegetation Stress,1,0.9,"Tegelijk kunnen steden, die snel kampen met hittestress, opgeslagen water goed gebruiken. Het water kan verkoeling bieden en dorstige bomen en planten helpen.",0,52.2434979,5.6343227,Nederland,country,country,True,nl,2323309,11.7770000|53.7488150|-70.2695876|7.2274985,70,False,country,,,,,,country,1.0
NEWS_2019_014500,,gemini/gemini-3.5-flash,2019-09-04,Algencrème of een mega-regenton; dat de groenste moge winnen.DOCX,0,Nederland,Heat & Air Quality Health Impacts,2,0.8,"Tegelijk kunnen steden, die snel kampen met hittestress, opgeslagen water goed gebruiken.",0,52.2434979,5.6343227,Nederland,country,country,True,nl,2323309,11.7770000|53.7488150|-70.2695876|7.2274985,70,False,country,,,,,,country,1.0
NEWS_2019_014501,,gemini/gemini-3.5-flash,2019-08-12,Allergiepatiënten de dupe van klimaatverandering(2).DOCX,0,Nederland,Heat & Air Quality Health Impacts,2,0.8,"De droogte, de langzame verandering naar een subtropisch klimaat, de extreme regenval. Het heeft allemaal een invloed op allergieën. De verwachting is dat straks 1 op de 3 volwassenen een allergie heeft.",0,52.2434979,5.6343227,Nederland,country,country,True,nl,2323309,11.7770000|53.7488150|-70.2695876|7.2274985,70,False,country,,,,,,country,1.0
NEWS_2019_014504,,gemini/gemini-3.5-flash,2019-08-17,Alternatieven voor telen voedergewassen bij droogte.DOCX,0,Nederland,Crop Failure & Yield Reduction,2,0.9,Nu er door de droge en hete zomer veel minder opbrengst is aan grasgewas,0,52.2434979,5.6343227,Nederland,country,country,True,nl,2323309,11.7770000|53.7488150|-70.2695876|7.2274985,70,False,country,,,,,,country,1.0
NEWS_2019_014505,,gemini/gemini-3.5-flash,2019-08-24,"Amazone brandt, maar ontbossing is zorgwekkender.DOCX",0,Amazone,Wildfire Risk Increase,2,0.8,Hierdoor warmt de aarde op en zijn er meer droge periodes. Door deze droogte gaat het bos eerder branden.,0,-3.3239708,-60.6280279,"Rio Amazonas, Região Norte, Brasil",river,other,False,br,2295651,-4.4421898|0.7065296|-73.4501259|-49.2759133,41,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014506,,gemini/gemini-3.5-flash,2019-08-23,Amazone staat in brand.DOCX,0,Amazone,Wildfire Occurrence,3,0.9,"Een deel van die branden ontstaat spontaan, door de droogte.",0,-3.3239708,-60.6280279,"Rio Amazonas, Região Norte, Brasil",river,other,False,br,2295651,-4.4421898|0.7065296|-73.4501259|-49.2759133,41,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014506,,gemini/gemini-3.5-flash,2019-08-23,Amazone staat in brand.DOCX,0,Amazone,Forest Dieback & Vegetation Stress,3,0.8,En bovendien zorgt het voor uitputting van de natuur en van de grond zelf.” Hij vreest zelfs dat het bos zich niet meer zal herstellen.,0,-3.3239708,-60.6280279,"Rio Amazonas, Região Norte, Brasil",river,other,False,br,2295651,-4.4421898|0.7065296|-73.4501259|-49.2759133,41,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014506,,gemini/gemini-3.5-flash,2019-08-23,Amazone staat in brand.DOCX,1,São Paulo,Heat & Air Quality Health Impacts,2,0.8,"In São Paulo, de grootste stad van Brazilië, werd het afgelopen maandag zelfs om drie uur ’s middags al donker. Volgens sommige wetenschappers een direct gevolg van de branden",0,-22.0702705,-48.4333875,"São Paulo, Região Sudeste, Brasil",state,region,True,br,298204,-25.4895759|-19.7823272|-53.1090000|-44.1613652,90,False,non_nl,,,,,,non_nl,1.0
NEWS_2019_014507,,gemini/gemini-3.5-flash,2019-08-09,Bedreigd door de droogte.DOCX,0,Gruttoveld in Zeewolde,Freshwater Ecosystem Degradation,2,0.9,"Het gebied wordt bedreigd door droogte. In droge zomers ontstaan scheuren in de grond, die niet meer dicht gaan. Via zandduintjes in het terrein, langs de vroegere loop van de rivier De Eem, loopt het water weg, net als door een gootsteenputje.",0,,,,,,,,,,,,none,,,,,,none,1.0
NEWS_2019_014507,,gemini/gemini-3.5-flash,2019-08-09,Bedreigd door de droogte.DOCX,0,Gruttoveld in Zeewolde,Reservoir & Surface Water Shortage,2,0.9,Natuurbeheerder Rob Timmerman van Flevo-Landschap wijst op de lage waterstand in een sloot naast het Gruttoveld. Het slootwater staat zeker drie meter lager dan de weilanden in het Gruttoveld.,0,,,,,,,,,,,,none,,,,,,none,1.0
NEWS_2019_014508,,gemini/gemini-3.5-flash,2019-08-07,Beheer van drinkwater schiet tekort.DOCX,0,Twente,Groundwater Depletion,2,0.9,"Waterbedrijf Vitens heeft in juli in Twente veel meer grondwater moeten oppompen dan volgens de vergunning was toegestaan, blijkt uit nieuwe gegevens.",1,52.3066217,6.6873739,"Twente, Overijssel, Nederland",safety_region,region,True,nl,11961347,52.1180695|52.4949807|6.3265299|7.0727634,95,False,nuts3,NL21,Overijssel,NL213,Twente,,nuts3,1.0
NEWS_2019_014508,,gemini/gemini-3.5-flash,2019-08-07,Beheer van drinkwater schiet tekort.DOCX,0,Twente,Water Supply & Sanitation Issues,2,0.9,"Het drinkwaterverbruik in Twente lag in juli op piekmomenten ongeveer 30 tot 50 procent hoger dan normaal. Vitens komt daardoor klem te zitten, zegt het bedrijf.",1,52.3066217,6.6873739,"Twente, Overijssel, Nederland",safety_region,region,True,nl,11961347,52.1180695|52.4949807|6.3265299|7.0727634,95,False,nuts3,NL21,Overijssel,NL213,Twente,,nuts3,1.0
NEWS_2019_014508,,gemini/gemini-3.5-flash,2019-08-07,Beheer van drinkwater schiet tekort.DOCX,1,Manderveen,Groundwater Depletion,2,0.95,"met een uitschieter in het vlak bij Duitsland gelegen Manderveen, waar de limiet met 20 procent werd overschreden.",1,52.4458210,6.7777973,"Manderveen, Tubbergen, Overijssel, Nederland",village,local,False,nl,1458872,52.4292138|52.4633105|6.7450134|6.8224454,50,False,nuts3,NL21,Overijssel,NL213,Twente,0,nuts3,1.0
NEWS_2019_014510,,gemini/gemini-3.5-flash,2019-09-08,Bietencampagne start_ half miljoen ton suiker uit Groningen.DOCX,0,Nederland,Crop Failure & Yield Reduction,1,0.9,"Met de warme droge zomers die we achter de rug hebben, is een record lastig. De opbrengst lijkt dit jaar redelijk te worden. ,,Met 14 ton suiker per hectare zitten we iets onder ons vijfjarengemiddelde’’",0,52.2434979,5.6343227,Nederland,country,country,True,nl,2323309,11.7770000|53.7488150|-70.2695876|7.2274985,70,False,country,,,,,,country,1.0
NEWS_2019_014510,,gemini/gemini-3.5-flash,2019-09-08,Bietencampagne start_ half miljoen ton suiker uit Groningen.DOCX,1,Drenthe,Crop Failure & Yield Reduction,2,0.9,Vorig jaar hadden we in het Noorden wel last van de droogte. Vooral in Drenthe.,12,52.9067922,6.6368423,"Drenthe, Nederland",state,region,True,nl,47540,52.6121955|53.2038323|6.1198199|7.0927397,90,False,nuts3,NL13,Drenthe,NL132,Zuidoost-Drenthe,,nuts2,0.3333333333333333
NEWS_2019_014510,,gemini/gemini-3.5-flash,2019-09-08,Bietencampagne start_ half miljoen ton suiker uit Groningen.DOCX,1,Drenthe,Crop Failure & Yield Reduction,2,0.9,Vorig jaar hadden we in het Noorden wel last van de droogte. Vooral in Drenthe.,12,52.9067922,6.6368423,"Drenthe, Nederland",state,region,True,nl,47540,52.6121955|53.2038323|6.1198199|7.0927397,90,False,nuts3,NL13,Drenthe,NL133,Zuidwest-Drenthe,,nuts2,0.3333333333333333
NEWS_2019_014510,,gemini/gemini-3.5-flash,2019-09-08,Bietencampagne start_ half miljoen ton suiker uit Groningen.DOCX,1,Drenthe,Crop Failure & Yield Reduction,2,0.9,Vorig jaar hadden we in het Noorden wel last van de droogte. Vooral in Drenthe.,12,52.9067922,6.6368423,"Drenthe, Nederland",state,region,True,nl,47540,52.6121955|53.2038323|6.1198199|7.0927397,90,False,nuts3,NL13,Drenthe,NL131,Noord-Drenthe,,nuts2,0.3333333333333333
NEWS_2019_014513,,gemini/gemini-3.5-flash,2019-09-05,Boer in Noord-Europa profiteert ook van klimaatverandering.DOCX,0,Zuid-Europa,Crop Failure & Yield Reduction,2,1.0,"Door droogte en hitte vallen de oogsten van tarwe, mais en suikerbiet er lager uit",0,51.9918089,4.2304884,"Europa, Horti Campus, Naaldwijk, Westland, Zuid-Holland, Nederland, 2672 ZX, Nederland",road,other,False,nl,509687528,51.9917994|51.9929617|4.2281806|4.2331281,5,True,nuts3,NL33,Zuid-Holland,NL333,Delft en Westland,0,nuts3,1.0
NEWS_2019_014513,,gemini/gemini-3.5-flash,2019-09-05,Boer in Noord-Europa profiteert ook van klimaatverandering.DOCX,0,Zuid-Europa,Agricultural Economic Loss,2,0.9,en kelderen de grondprijzen.,0,51.9918089,4.2304884,"Europa, Horti Campus, Naaldwijk, Westland, Zuid-Holland, Nederland, 2672 ZX, Nederland",road,other,False,nl,509687528,51.9917994|51.9929617|4.2281806|4.2331281,5,True,nuts3,NL33,Zuid-Holland,NL333,Delft en Westland,0,nuts3,1.0
NEWS_2019_014513,,gemini/gemini-3.5-flash,2019-09-05,Boer in Noord-Europa profiteert ook van klimaatverandering.DOCX,1,de oostelijke zandgronden,Agricultural Economic Loss,2,0.8,"Per saldo pakt het ook voor ons negatief uit. De oostelijke zandgronden, waar het al twee jaar veel te droog is, weten daar over mee te praten.",0,,,,,,,,,,,,none,,,,,,none,1.0
NEWS_2019_014514,,gemini/gemini-3.5-flash,2019-08-29,Boer krijgt steun bij droogte.DOCX,0,EU-landen,Agricultural Economic Loss,2,0.9,Boeren die door de droogte met financiële problemen kampen komen in aanmerking voor extra steun.,0,51.4955417,-0.1278582,"Delegation of the European Union, 32, Smith Square, Westminster, Millbank, City of Westminster, Greater London, England, SW1P 3EU, United Kingdom",office,other,False,gb,528946803,51.4953278|51.4957528|-0.1281498|-0.1275260,1,True,non_nl,,,,,,non_nl,1.0
NEWS_2019_014514,,gemini/gemini-3.5-flash,2019-08-29,Boer krijgt steun bij droogte.DOCX,0,EU-landen,Livestock Stress & Mortality,2,0.85,zodat veehouders hun dieren voldoende voer kunnen geven. Zo worden de voorschriften voor braakliggend land en het zaaien van bepaalde gewassen die zijn bestemd voor begrazing of voerproductie versoepeld.,0,51.4955417,-0.1278582,"Delegation of the European Union, 32, Smith Square, Westminster, Millbank, City of Westminster, Greater London, England, SW1P 3EU, United Kingdom",office,other,False,gb,528946803,51.4953278|51.4957528|-0.1281498|-0.1275260,1,True,non_nl,,,,,,non_nl,1.0
NEWS_2019_014514,,gemini/gemini-3.5-flash,2019-08-29,Boer krijgt steun bij droogte.DOCX,1,Nederland,Agricultural Economic Loss,2,0.9,"Boeren die in liquiditeitsproblemen komen, kunnen met een verklaring van uitvoeringsinstantie RVO.nl een overbruggingskrediet aanvragen.",0,52.2434979,5.6343227,Nederland,country,country,True,nl,2323309,11.7770000|53.7488150|-70.2695876|7.2274985,70,False,country,,,,,,country,1.0
NEWS_2019_014515,,gemini/gemini-3.5-flash,2019-08-29,BP trekt zich terug uit Alaska(2).DOCX,0,EU-landen,Agricultural Economic Loss,2,0.95,"Boeren die door de droogte met financiële problemen kampen, komen in aanmerking voor extra steun.",0,51.4955417,-0.1278582,"Delegation of the European Union, 32, Smith Square, Westminster, Millbank, City of Westminster, Greater London, England, SW1P 3EU, United Kingdom",office,other,False,gb,528946803,51.4953278|51.4957528|-0.1281498|-0.1275260,1,True,non_nl,,,,,,non_nl,1.0
